ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2024,5,"211,504","10,327","305,284","10,327",0,0,"3,162","4,658",634,0,504,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2024,"1,422,490","99,342","1,548,574","99,342",0,0,"25,833","29,888","2,298",0,"3,142"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2024,6,"157,882","7,918","137,346","7,918",0,0,"2,942","3,160",57,0,671,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2024,"1,422,490","99,342","1,548,574","99,342",0,0,"25,833","29,888","2,298",0,"3,142"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2024,7,"127,118","5,616","126,643","5,616",0,0,"3,698","3,128",33,0,456,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2024,"1,422,490","99,342","1,548,574","99,342",0,0,"25,833","29,888","2,298",0,"3,142"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2024,8,"114,322","5,417","118,622","5,417",0,0,"3,622","2,796",19,0,477,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2024,"1,422,490","99,342","1,548,574","99,342",0,0,"25,833","29,888","2,298",0,"3,142"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2024,9,"201,326","9,102","134,710","9,102",0,0,"2,197","2,700",165,0,272,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2024,"1,422,490","99,342","1,548,574","99,342",0,0,"25,833","29,888","2,298",0,"3,142"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2024,10,"197,115","5,000","143,935","5,000",0,0,"2,244","2,799",305,0,434,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2024,"1,422,490","99,342","1,548,574","99,342",0,0,"25,833","29,888","2,298",0,"3,142"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2024,11,"79,974","10,669","49,771","10,669",0,0,895,989,88,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2024,"1,422,490","99,342","1,548,574","99,342",0,0,"25,833","29,888","2,298",0,"3,142"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2024,12,"43,772","10,358","23,110","10,358",0,0,294,332,8,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2024,"1,422,490","99,342","1,548,574","99,342",0,0,"25,833","29,888","2,298",0,"3,142"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2025,1,"17,002","7,700","16,785","7,700",0,0,178,164,6,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2025,"1,388,476","105,976","1,994,485","105,976",0,0,"24,740","25,271","2,196",0,"2,798"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2025,2,"20,196","8,646","25,214","8,646",0,0,330,362,5,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2025,"1,388,476","105,976","1,994,485","105,976",0,0,"24,740","25,271","2,196",0,"2,798"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2025,3,"104,856","14,746","195,469","14,746",0,0,"2,843","2,399",461,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2025,"1,388,476","105,976","1,994,485","105,976",0,0,"24,740","25,271","2,196",0,"2,798"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2025,4,"156,599","9,189","264,312","9,189",0,0,"2,206","2,997",537,0,521,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2025,"1,388,476","105,976","1,994,485","105,976",0,0,"24,740","25,271","2,196",0,"2,798"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2025,5,"221,189","10,313","307,434","10,313",0,0,"2,838","2,779",457,0,306,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2025,"1,388,476","105,976","1,994,485","105,976",0,0,"24,740","25,271","2,196",0,"2,798"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2025,6,"167,193","7,863","193,282","7,863",0,0,"3,631","2,857",93,0,512,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2025,"1,388,476","105,976","1,994,485","105,976",0,0,"24,740","25,271","2,196",0,"2,798"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2025,7,"122,287","5,818","158,776","5,818",0,0,"3,618","2,809",13,0,439,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2025,"1,388,476","105,976","1,994,485","105,976",0,0,"24,740","25,271","2,196",0,"2,798"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2025,8,"110,159","5,175","170,265","5,175",0,0,"3,336","2,790",57,0,393,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2025,"1,388,476","105,976","1,994,485","105,976",0,0,"24,740","25,271","2,196",0,"2,798"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2025,9,"182,374","8,151","248,329","8,151",0,0,"1,932","2,888",127,0,282,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2025,"1,388,476","105,976","1,994,485","105,976",0,0,"24,740","25,271","2,196",0,"2,798"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2025,10,"181,747","5,000","247,380","5,000",0,0,"2,039","3,229",256,0,345,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2025,"1,388,476","105,976","1,994,485","105,976",0,0,"24,740","25,271","2,196",0,"2,798"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2025,11,"65,512","11,258","114,734","11,258",0,0,"1,354","1,619",138,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2025,"1,388,476","105,976","1,994,485","105,976",0,0,"24,740","25,271","2,196",0,"2,798"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2025,12,"39,362","12,117","52,505","12,117",0,0,435,378,46,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2025,"1,388,476","105,976","1,994,485","105,976",0,0,"24,740","25,271","2,196",0,"2,798"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2015,1,"11,930",0,"43,780",0,0,0,0,0,3,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2015,"445,720",0,"1,739,670",0,0,0,0,0,135,0,0
